symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
ADMA,ADMA Biologics Inc,2.43,$229.75M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
ADBE,Adobe Inc.,472.44,$226.16B,1986.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
ADTN,"ADTRAN, Inc.",17.51,$839.71M,1994.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn,,"5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain","Telecommunications Equipment 5G, 6G, routers, switches, fiber, spectrum, deployments, earnings, capex, supply chain"
ADES,"Advanced Emissions Solutions, Inc.",5.38,$99.79M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
AEIS,"Advanced Energy Industries, Inc.",118.83,$4.55B,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
AMD,"Advanced Micro Devices, Inc.",92.79,$111.73B,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,,"semiconductors, foundry, wafers, revenue, supply chain, AI chips, process node, lithography, capital expenditure, mergers","Semiconductors semiconductors, foundry, wafers, revenue, supply chain, AI chips, process node, lithography, capital expenditure, mergers"
ADV,Advantage Solutions Inc. ,11.22,$3.52B,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/adv,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
ADVWW,Advantage Solutions Inc. ,2.05,,2019.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/advww,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
ADXS,"Advaxis, Inc.",0.7454,$81.86M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
ADVM,"Adverum Biotechnologies, Inc.",13.39,$1.31B,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,29.0008,,,,,https://old.nasdaq.com/symbol/dweq,,, 
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,39.8938,,,,,https://old.nasdaq.com/symbol/dwaw,,, 
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,35.895,,,,,https://old.nasdaq.com/symbol/dwus,,, 
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,33.9407,,,,,https://old.nasdaq.com/symbol/dwmc,,, 
DWSH,AdvisorShares Dorsey Wright Short ETF,10.5401,,,,,https://old.nasdaq.com/symbol/dwsh,,, 
AEGN,Aegion Corp,20.63,$634.84M,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn,,"drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination","Water Supply drought, infrastructure, treatment, leaks, tariffs, regulation, outages, desalination, resilience, contamination"
AGLE,"Aeglea BioTherapeutics, Inc.",7.63,$365.76M,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
AEHR,Aehr Test Systems,2.4,$56.38M,1997.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr,,"earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition","Electrical Products earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition"
AMTX,"Aemetis, Inc",4.4,$95.99M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx,,"chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability","Major Chemicals chemicals, production, revenue, earnings, regulation, safety, supply chain, pricing, mergers, sustainability"
ARBG,Aequi Acquisition Corp.,10.31,$296.41M,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/arbg,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
ARBGU,Aequi Acquisition Corp.,10.65,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/arbgu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
ARBGW,Aequi Acquisition Corp.,1.75,,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/arbgw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AERI,"Aerie Pharmaceuticals, Inc.",16.81,$786.96M,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
AVAV,"AeroVironment, Inc.",133.25,$3.21B,2007.0,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav,,"contracts, deliveries, launches, satellites, rockets, defense, aviation, manufacturing, partnerships, regulators","Aerospace contracts, deliveries, launches, satellites, rockets, defense, aviation, manufacturing, partnerships, regulators"
ARPO,"Aerpio Pharmaceuticals, Inc.",1.27,$59.83M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
ASLE,AerSale Corporation,15.0,$615.69M,2019.0,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/asle,,"manufacturing, industrials, supply-chain, earnings, acquisition, expansion, regulation, leadership, contracts, sustainability","Industrial Specialties manufacturing, industrials, supply-chain, earnings, acquisition, expansion, regulation, leadership, contracts, sustainability"
ASLEW,AerSale Corporation,2.95,,2019.0,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/aslew,,"manufacturing, industrials, supply-chain, earnings, acquisition, expansion, regulation, leadership, contracts, sustainability","Industrial Specialties manufacturing, industrials, supply-chain, earnings, acquisition, expansion, regulation, leadership, contracts, sustainability"
AIH,Aesthetic Medical International Holdings Group Ltd.,5.08,$119.95M,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih,,"cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology","Medical Specialities cardiology, oncology, neurology, pediatrics, dermatology, gastroenterology, orthopedics, radiology, urology, endocrinology"
AEZS,AEterna Zentaris Inc.,0.7077,$44.36M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
AEMD,"Aethlon Medical, Inc.",2.64,$31.91M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aemd,,"dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth","Medical/Dental Instruments dental instruments, medical devices, sterilization, fda clearance, regulatory approval, implants, surgical tools, robotics, infection control, market growth"
AFMD,Affimed N.V.,6.52,$748.41M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
AFBI,"Affinity Bancshares, Inc.",10.81,,2017.0,,,https://old.nasdaq.com/symbol/afbi,,, 
AFRM,"Affirm Holdings, Inc.",119.95,$29.12B,2021.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/afrm,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AFYA,Afya Limited,23.47,$2.19B,2019.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
AGBA,AGBA Acquisition Limited,10.635,$63.54M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agba,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AGBAR,AGBA Acquisition Limited,0.4001,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbar,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AGBAU,AGBA Acquisition Limited,11.4,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbau,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AGBAW,AGBA Acquisition Limited,0.52,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
AGEN,Agenus Inc.,3.44,$654.11M,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
